,ad_id,xyz_campaign_id,fb_campaign_id,age,gender,interest,Impressions,Clicks,Spent,Total_Conversion,Approved_Conversion,CTR,CPC,CostPerConv_Total,CostPerConv_Approved,CPM
925,1121949,1178,144682,35-39,1,25,221576,47,66.79000068,6,1,0.0212,1.42,11.1317,66.79,0.3
751,1121568,1178,144618,40-44,0,65,188440,40,60.72999966,2,1,0.0212,1.52,30.365,60.73,0.32
170,747675,936,110913,45-49,0,20,673,0,0,1,0,0,0.00,0,0,0
999,1122201,1178,144724,45-49,1,16,320757,68,104.6899989,2,0,0.0212,1.54,52.345,104.6899989,0.33
785,1121629,1178,144628,45-49,0,21,381577,81,127.5699993,2,0,0.0212,1.57,63.785,127.5699993,0.33
743,1121544,1178,144614,40-44,0,32,400844,85,140.9700022,4,2,0.0212,1.66,35.2425,70.485,0.35
789,1121642,1178,144630,45-49,0,23,99698,21,33.3499999,1,0,0.0211,1.59,33.35,33.3499999,0.33
813,1121691,1178,144639,45-49,0,32,932890,197,352.4499989,3,1,0.0211,1.79,117.4833,352.45,0.38
951,1122044,1178,144697,40-44,1,10,233043,49,65.03000033,2,0,0.021,1.33,32.515,65.03000033,0.28
822,1121716,1178,144643,45-49,0,65,76014,16,22.67000031,1,1,0.021,1.42,22.67,22.67,0.3
1,708746,916,103916,30-34,0,15,7350,1,1.429999948,2,1,0.0136,1.43,0.715,1.43,0.19
171,747678,936,110914,45-49,0,21,370,0,0,1,1,0,0.00,0,0,0
1135,1314406,1178,179973,45-49,1,105,1118200,235,333.7499943,11,4,0.021,1.42,30.3409,83.4375,0.3
1122,1314392,1178,179959,40-44,1,106,758340,159,233.110002,13,4,0.021,1.47,17.9315,58.2775,0.31
853,1121793,1178,144656,30-34,1,24,185665,39,62.14000058,1,0,0.021,1.59,62.14,62.14000058,0.33
864,1121817,1178,144660,30-34,1,28,606786,127,179.050001,11,3,0.0209,1.41,16.2773,59.6833,0.3
51,711764,916,104419,45-49,1,10,11199,4,5.730000019,1,1,0.0357,1.43,5.73,5.73,0.51
936,1121983,1178,144687,35-39,1,30,105399,22,33.19999933,2,0,0.0209,1.51,16.6,33.19999933,0.31
172,747712,936,110919,45-49,0,26,450,0,0,1,1,0,0.00,0,0,0
173,747790,936,110932,30-34,1,10,2077,0,0,1,1,0,0.00,0,0,0
799,1121667,1178,144635,45-49,0,28,273197,57,87.7300005,3,0,0.0209,1.54,29.2433,87.7300005,0.32
177,747824,936,110938,30-34,1,21,608,0,0,1,1,0,0.00,0,0,0
752,1121571,1178,144619,40-44,0,2,212496,44,74.83000135,2,1,0.0207,1.70,37.415,74.83,0.35
1127,1314397,1178,179964,40-44,1,111,402975,83,120.8999977,1,0,0.0206,1.46,120.9,120.8999977,0.3
814,1121692,1178,144639,45-49,0,32,718359,147,264.5899997,4,1,0.0205,1.80,66.1475,264.59,0.37
914,1121907,1178,144675,35-39,1,18,98057,20,31.00999963,1,1,0.0204,1.55,31.01,31.01,0.32
181,747863,936,110944,30-34,1,27,1955,0,0,1,1,0,0.00,0,0,0
918,1121928,1178,144678,35-39,1,21,39146,8,13.05999959,1,0,0.0204,1.63,13.06,13.05999959,0.33
182,747879,936,110947,30-34,1,30,493,0,0,1,0,0,0.00,0,0,0
183,747903,936,110951,30-34,1,63,1491,0,0,1,1,0,0.00,0,0,0
184,747911,936,110952,30-34,1,64,1495,0,0,1,1,0,0.00,0,0,0
740,1121532,1178,144612,40-44,0,30,123126,25,39.72999978,2,1,0.0203,1.59,19.865,39.73,0.32
794,1121661,1178,144634,45-49,0,27,517801,105,181.7200011,3,0,0.0203,1.73,60.5733,181.7200011,0.35
185,747968,936,110962,35-39,1,21,512,0,0,0,0,0,0.00,0,0,0
857,1121803,1178,144657,30-34,1,25,588617,119,169.9199973,2,0,0.0202,1.43,84.96,169.9199973,0.29
819,1121706,1178,144641,45-49,0,63,138959,28,39.5200007,1,0,0.0201,1.41,39.52,39.5200007,0.28
1119,1314389,1178,179956,40-44,1,103,1114711,224,319.0000019,6,0,0.0201,1.42,53.1667,319.0000019,0.29
723,1121483,1178,144604,40-44,0,22,253169,51,75.78999984,1,0,0.0201,1.49,75.79,75.78999984,0.3
739,1121530,1178,144612,40-44,0,30,188873,38,58.5999999,1,1,0.0201,1.54,58.6,58.6,0.31
842,1121768,1178,144651,30-34,1,19,565565,113,169.6699982,7,4,0.02,1.50,24.2386,42.4175,0.3
821,1121711,1178,144642,45-49,0,64,49916,10,16.38,1,1,0.02,1.64,16.38,16.38,0.33
190,748045,936,110975,35-39,1,63,1238,0,0,1,0,0,0.00,0,0,0
592,1121241,1178,144562,30-34,0,36,24952,5,8.220000267,3,2,0.02,1.64,2.74,4.11,0.33
1116,1314386,1178,179953,40-44,1,100,834243,166,246.7499975,18,7,0.0199,1.49,13.7083,35.25,0.3
775,1121615,1178,144626,45-49,0,19,327227,65,116.5599996,5,0,0.0199,1.79,23.312,116.5599996,0.36
755,1121577,1178,144620,40-44,0,7,242234,48,68.06000054,2,0,0.0198,1.42,34.03,68.06000054,0.28
818,1121705,1178,144641,45-49,0,63,126480,25,37.25999999,1,1,0.0198,1.49,37.26,37.26,0.29
204,748341,936,111024,45-49,1,64,1363,0,0,1,1,0,0.00,0,0,0
205,776318,936,115484,45-49,1,15,3569,0,0,1,1,0,0.00,0,0,0
824,1121733,1178,144646,45-49,0,66,55536,11,17.04999995,1,0,0.0198,1.55,17.05,17.04999995,0.31
956,1122056,1178,144699,40-44,1,16,925555,182,262.8899981,4,2,0.0197,1.44,65.7225,131.445,0.28
214,776383,936,115495,45-49,1,23,1168,0,0,1,1,0,0.00,0,0,0
1134,1314405,1178,179972,45-49,1,104,558666,110,162.6399975,14,5,0.0197,1.48,11.6171,32.528,0.29
902,1121889,1178,144672,35-39,1,10,127546,25,38.94000041,2,0,0.0196,1.56,19.47,38.94000041,0.31
823,1121723,1178,144644,45-49,0,2,50947,10,15.99000025,1,0,0.0196,1.60,15.99,15.99000025,0.31
932,1121971,1178,144685,35-39,1,28,41111,8,10.96000016,1,0,0.0195,1.37,10.96,10.96000016,0.27
792,1121652,1178,144632,45-49,0,25,123151,24,36.4400003,2,1,0.0195,1.52,18.22,36.44,0.3
217,776430,936,115503,30-34,0,10,3200,0,0,1,0,0,0.00,0,0,0
223,776477,936,115510,30-34,0,16,9982,0,0,1,0,0,0.00,0,0,0
712,1121464,1178,144601,40-44,0,19,363456,71,117.5599997,7,1,0.0195,1.66,16.7943,117.56,0.32
900,1121881,1178,144670,30-34,1,7,221843,43,63.45000076,5,0,0.0194,1.48,12.69,63.45000076,0.29
892,1121867,1178,144668,30-34,1,65,82640,16,23.97000039,1,1,0.0194,1.50,23.97,23.97,0.29
845,1121774,1178,144652,30-34,1,20,670608,130,195.1499978,11,3,0.0194,1.50,17.7409,65.05,0.29
731,1121511,1178,144609,40-44,0,27,252991,49,76.83999932,3,0,0.0194,1.57,25.6133,76.83999932,0.3
716,1121471,1178,144602,40-44,0,20,304680,59,98.55000019,3,0,0.0194,1.67,32.85,98.55000019,0.32
796,1121664,1178,144634,45-49,0,27,179950,35,58.67999971,1,0,0.0194,1.68,58.68,58.67999971,0.33
774,1121613,1178,144626,45-49,0,19,309823,60,103.3899996,4,4,0.0194,1.72,25.8475,25.8475,0.33
225,776494,936,115513,30-34,0,15,7015,0,0,1,0,0,0.00,0,0,0
920,1121933,1178,144679,35-39,1,22,325653,63,89.35000026,2,0,0.0193,1.42,44.675,89.35000026,0.27
896,1121874,1178,144669,30-34,1,2,145548,28,42.37000036,2,1,0.0192,1.51,21.185,42.37,0.29
953,1122052,1178,144699,40-44,1,16,265038,51,78.45999932,2,1,0.0192,1.54,39.23,78.46,0.3
779,1121620,1178,144627,45-49,0,20,415798,80,131.7800006,3,1,0.0192,1.65,43.9267,131.78,0.32
934,1121976,1178,144686,35-39,1,29,707260,135,210.8200028,13,6,0.0191,1.56,16.2169,35.1367,0.3
234,776563,936,115525,30-34,1,7,1369,0,0,1,1,0,0.00,0,0,0
919,1121931,1178,144679,35-39,1,22,78468,15,23.64999962,1,0,0.0191,1.58,23.65,23.64999962,0.3
861,1121814,1178,144659,30-34,1,27,2223278,421,612.3000032,38,13,0.0189,1.45,16.1132,47.1,0.28
693,1121423,1178,144594,35-39,0,2,63564,12,20.59000027,2,0,0.0189,1.72,10.295,20.59000027,0.32
815,1121693,1178,144639,45-49,0,32,433658,82,158.5999998,5,2,0.0189,1.93,31.72,79.3,0.37
1140,1314411,1178,179978,45-49,1,110,637549,120,173.8800035,3,0,0.0188,1.45,57.96,173.8800035,0.27
906,1121895,1178,144673,35-39,1,15,132803,25,37.32000124,2,1,0.0188,1.49,18.66,37.32,0.28
236,776603,936,115531,30-34,1,2,506,0,0,1,0,0,0.00,0,0,0
761,1121593,1178,144622,45-49,0,10,1177535,221,365.6600009,15,3,0.0188,1.65,24.3773,121.8867,0.31
715,1121469,1178,144602,40-44,0,20,399035,75,124.7999995,7,3,0.0188,1.66,17.8286,41.6,0.31
851,1121783,1178,144654,30-34,1,22,594968,111,147.6700006,4,0,0.0187,1.33,36.9175,147.6700006,0.25
698,1121433,1178,144596,35-39,0,66,80248,15,24.1900003,1,1,0.0187,1.61,24.19,24.19,0.3
780,1121622,1178,144627,45-49,0,20,107671,20,29.91000021,1,1,0.0186,1.50,29.91,29.91,0.28
692,1121422,1178,144594,35-39,0,2,128843,24,37.5999999,2,0,0.0186,1.57,18.8,37.5999999,0.29
935,1121977,1178,144686,35-39,1,29,139596,26,42.41000032,1,1,0.0186,1.63,42.41,42.41,0.3
1128,1314398,1178,179965,40-44,1,112,1137635,211,301.0499992,30,10,0.0185,1.43,10.035,30.105,0.26
1141,1314412,1178,179979,45-49,1,111,151531,28,40.28999949,2,0,0.0185,1.44,20.145,40.28999949,0.27
242,776659,936,115541,30-34,0,16,8817,0,0,1,1,0,0.00,0,0,0
1110,1314380,1178,179947,35-39,1,109,475184,88,127.3200028,4,1,0.0185,1.45,31.83,127.32,0.27
772,1121609,1178,144625,45-49,0,18,378171,70,109.2500008,1,0,0.0185,1.56,109.25,109.2500008,0.29
808,1121677,1178,144636,45-49,0,29,1391924,258,422.8400038,17,10,0.0185,1.64,24.8729,42.284,0.3
713,1121466,1178,144601,40-44,0,19,438983,81,143.4300001,3,1,0.0185,1.77,47.81,143.43,0.33
15,709059,916,103968,30-34,0,20,14669,7,10.28000021,1,1,0.0477,1.47,10.28,10.28,0.7
841,1121767,1178,144651,30-34,1,19,87043,16,24.48000002,2,0,0.0184,1.53,12.24,24.48000002,0.28
34,710088,916,104140,45-49,0,24,2283,1,1.470000029,1,0,0.0438,1.47,1.47,1.470000029,0.64
247,776685,936,115545,40-44,0,16,7745,0,0,1,0,0,0.00,0,0,0
691,1121421,1178,144594,35-39,0,2,233404,43,70.4100008,2,1,0.0184,1.64,35.205,70.41,0.3
1137,1314408,1178,179975,45-49,1,107,877769,160,232.5900005,13,4,0.0182,1.45,17.8915,58.1475,0.26
897,1121876,1178,144669,30-34,1,2,82455,15,22.04999971,1,0,0.0182,1.47,22.05,22.04999971,0.27
1131,1314402,1178,179969,45-49,1,101,589270,107,158.0500023,10,4,0.0182,1.48,15.805,39.5125,0.27
860,1121812,1178,144659,30-34,1,27,935646,170,256.4699982,19,6,0.0182,1.51,13.4984,42.745,0.27
721,1121481,1178,144604,40-44,0,22,153586,28,43.01000035,2,0,0.0182,1.54,21.505,43.01000035,0.28
803,1121672,1178,144635,45-49,0,28,60314,11,16.93999958,2,1,0.0182,1.54,8.47,16.94,0.28
718,1121473,1178,144602,40-44,0,20,439986,80,134.8799999,4,3,0.0182,1.69,33.72,44.96,0.31
249,776687,936,115545,40-44,0,16,8022,0,0,2,1,0,0.00,0,0,0
921,1121935,1178,144679,35-39,1,22,66277,12,17.30000019,1,0,0.0181,1.44,17.3,17.30000019,0.26
872,1121829,1178,144662,30-34,1,30,187468,34,50.72000062,2,1,0.0181,1.49,25.36,50.72,0.27
741,1121535,1178,144613,40-44,0,31,77794,14,19.11000001,1,1,0.018,1.37,19.11,19.11,0.25
251,776697,936,115547,30-34,0,10,4132,0,0,1,1,0,0.00,0,0,0
940,1122005,1178,144691,35-39,1,63,449588,81,123.800001,5,2,0.018,1.53,24.76,61.9,0.28
1126,1314396,1178,179963,40-44,1,110,419922,75,105.4500008,3,1,0.0179,1.41,35.15,105.45,0.25
254,776722,936,115551,30-34,0,2,545,0,0,1,1,0,0.00,0,0,0
754,1121575,1178,144619,40-44,0,2,128595,23,36.4800005,1,1,0.0179,1.59,36.48,36.48,0.28
773,1121612,1178,144625,45-49,0,18,468749,84,134.1199975,6,1,0.0179,1.60,22.3533,134.12,0.29
650,1121341,1178,144580,35-39,0,23,223120,40,67.66999984,1,0,0.0179,1.69,67.67,67.66999984,0.3
257,776793,936,115563,45-49,0,21,1609,0,0,1,0,0,0.00,0,0,0
267,776935,936,115587,45-49,0,36,1136,0,0,1,1,0,0.00,0,0,0
269,777130,936,115619,35-39,0,16,6260,0,0,1,0,0,0.00,0,0,0
270,777131,936,115619,35-39,0,16,6359,0,0,1,0,0,0.00,0,0,0
912,1121905,1178,144674,35-39,1,16,905699,161,234.6599982,4,1,0.0178,1.46,58.665,234.66,0.26
910,1121903,1178,144674,35-39,1,16,1247717,222,343.4199994,11,4,0.0178,1.55,31.22,85.855,0.28
797,1121665,1178,144634,45-49,0,27,258531,46,80.33999979,2,0,0.0178,1.75,40.17,80.33999979,0.31
856,1121798,1178,144656,30-34,1,24,107548,19,29.31000018,1,0,0.0177,1.54,29.31,29.31000018,0.27
786,1121635,1178,144629,45-49,0,22,45491,8,11.00999999,1,0,0.0176,1.38,11.01,11.00999999,0.24
1102,1314367,1178,179934,30-34,1,111,665817,117,163.8000002,23,9,0.0176,1.40,7.1217,18.2,0.25
764,1121598,1178,144623,45-49,0,15,506916,89,133.6999986,2,2,0.0176,1.50,66.85,66.85,0.26
941,1122006,1178,144691,35-39,1,63,318157,56,85.70000196,3,0,0.0176,1.53,28.5667,85.70000196,0.27
271,777166,936,115625,30-34,0,63,2383,0,0,1,1,0,0.00,0,0,0
274,777200,936,115631,30-34,0,64,1898,0,0,1,1,0,0.00,0,0,0
954,1122054,1178,144699,40-44,1,16,222273,39,53.62999868,6,1,0.0175,1.38,8.9383,53.63,0.24
748,1121557,1178,144616,40-44,0,63,280764,49,81.36000025,2,1,0.0175,1.66,40.68,81.36,0.29
820,1121708,1178,144641,45-49,0,63,68829,12,19.47999978,1,0,0.0174,1.62,19.48,19.47999978,0.28
750,1121562,1178,144617,40-44,0,64,109289,19,31.02999997,1,0,0.0174,1.63,31.03,31.02999997,0.28
868,1121824,1178,144661,30-34,1,29,1705246,295,429.4799981,23,10,0.0173,1.46,18.673,42.948,0.25
275,777201,936,115631,30-34,0,64,1882,0,0,1,1,0,0.00,0,0,0
749,1121561,1178,144617,40-44,0,64,63660,11,16.47000003,1,1,0.0173,1.50,16.47,16.47,0.26
27,709544,916,104049,35-39,0,29,7440,2,2.980000019,1,1,0.0269,1.49,2.98,2.98,0.4
282,777482,936,115691,45-49,0,28,2479,0,0,1,0,0,0.00,0,0,0
287,777638,936,115717,40-44,0,7,1781,0,0,1,1,0,0.00,0,0,0
744,1121545,1178,144614,40-44,0,32,208572,36,60.76000023,2,1,0.0173,1.69,30.38,60.76,0.29
1095,1314360,1178,179927,30-34,1,104,442919,76,110.7800021,21,2,0.0172,1.46,5.2752,55.39,0.25
922,1121936,1178,144679,35-39,1,22,93002,16,23.33999968,1,0,0.0172,1.46,23.34,23.33999968,0.25
802,1121671,1178,144635,45-49,0,28,139406,24,39.04999948,1,0,0.0172,1.63,39.05,39.04999948,0.28
795,1121662,1178,144634,45-49,0,27,145104,25,41.42000008,2,1,0.0172,1.66,20.71,41.42,0.29
651,1121342,1178,144580,35-39,0,23,104869,18,34.07000089,1,0,0.0172,1.89,34.07,34.07000089,0.32
722,1121482,1178,144604,40-44,0,22,180815,31,42.62999976,1,0,0.0171,1.38,42.63,42.62999976,0.24
1105,1314372,1178,179939,35-39,1,101,975884,167,237.3199975,14,3,0.0171,1.42,16.9514,79.1067,0.24
1142,1314414,1178,179981,45-49,1,113,790253,135,198.7100005,8,2,0.0171,1.47,24.8388,99.355,0.25
649,1121340,1178,144580,35-39,0,23,140147,24,42.08000016,2,0,0.0171,1.75,21.04,42.08000016,0.3
289,777673,936,115723,40-44,0,16,7101,0,0,1,0,0,0.00,0,0,0
1123,1314393,1178,179960,40-44,1,107,877535,149,217.7799966,5,2,0.017,1.46,43.556,108.89,0.25
781,1121623,1178,144627,45-49,0,20,164356,28,46.7900002,2,1,0.017,1.67,23.395,46.79,0.28
843,1121769,1178,144652,30-34,1,20,253758,43,62.14000034,4,1,0.0169,1.45,15.535,62.14,0.24
608,1121269,1178,144568,30-34,0,65,296413,50,76.43999958,3,1,0.0169,1.53,25.48,76.44,0.26
908,1121901,1178,144674,35-39,1,16,1020561,172,263.8100007,7,3,0.0169,1.53,37.6871,87.9367,0.26
762,1121594,1178,144622,45-49,0,10,426500,72,128.2799988,4,1,0.0169,1.78,32.07,128.28,0.3
933,1121973,1178,144686,35-39,1,29,148616,25,37.39999962,6,4,0.0168,1.50,6.2333,9.35,0.25
855,1121796,1178,144656,30-34,1,24,136967,23,35.05999982,3,1,0.0168,1.52,11.6867,35.06,0.26
771,1121607,1178,144625,45-49,0,18,154572,26,40.93000007,1,1,0.0168,1.57,40.93,40.93,0.26
9,708953,916,103951,30-34,0,27,2355,1,1.5,1,0,0.0425,1.50,1.5,1.5,0.64
293,777816,936,115747,40-44,0,2,500,0,0,1,1,0,0.00,0,0,0
765,1121599,1178,144623,45-49,0,15,250960,42,64.87999952,2,0,0.0167,1.54,32.44,64.87999952,0.26
909,1121902,1178,144674,35-39,1,16,682143,114,177.1099993,6,2,0.0167,1.55,29.5183,88.555,0.26
849,1121780,1178,144653,30-34,1,21,119772,20,33.46999907,5,2,0.0167,1.67,6.694,16.735,0.28
793,1121660,1178,144633,45-49,0,26,24078,4,5.769999981,1,0,0.0166,1.44,5.77,5.769999981,0.24
1121,1314391,1178,179958,40-44,1,105,228629,38,57,2,0,0.0166,1.50,28.5,57,0.25
758,1121589,1178,144622,45-49,0,10,464036,77,123.5500004,3,1,0.0166,1.60,41.1833,123.55,0.27
848,1121779,1178,144653,30-34,1,21,271589,45,74.41000032,9,3,0.0166,1.65,8.2678,24.8033,0.27
639,1121321,1178,144577,35-39,0,20,127476,21,30.15000057,3,2,0.0165,1.44,10.05,15.075,0.24
704,1121444,1178,144597,40-44,0,10,211767,35,60.89999914,5,1,0.0165,1.74,12.18,60.9,0.29
677,1121391,1178,144589,35-39,0,32,382537,63,113.9900012,4,3,0.0165,1.81,28.4975,37.9967,0.3
295,777904,936,115762,30-34,0,31,3279,0,0,1,0,0,0.00,0,0,0
296,777905,936,115762,30-34,0,31,3288,0,0,1,0,0,0.00,0,0,0
1124,1314394,1178,179961,40-44,1,108,1357386,223,323.0600071,10,1,0.0164,1.45,32.306,323.06,0.24
913,1121906,1178,144674,35-39,1,16,1184580,194,297.8299981,14,3,0.0164,1.54,21.2736,99.2767,0.25
885,1121856,1178,144666,30-34,1,63,1296189,212,343.2599944,14,4,0.0164,1.62,24.5186,85.815,0.26
302,778113,936,115796,35-39,0,29,4595,0,0,1,0,0,0.00,0,0,0
807,1121676,1178,144636,45-49,0,29,1026304,168,277.5799986,17,8,0.0164,1.65,16.3282,34.6975,0.27
717,1121472,1178,144602,40-44,0,20,140596,23,40.77000022,1,0,0.0164,1.77,40.77,40.77000022,0.29
746,1121551,1178,144615,40-44,0,36,196253,32,55.10000002,1,0,0.0163,1.72,55.1,55.10000002,0.28
43,710763,916,104252,30-34,1,15,5369,1,1.50999999,1,0,0.0186,1.51,1.51,1.50999999,0.28
303,778124,936,115798,30-34,0,29,4871,0,0,1,0,0,0.00,0,0,0
304,778148,936,115802,35-39,0,28,3199,0,0,1,0,0,0.00,0,0,0
694,1121425,1178,144594,35-39,0,2,85970,14,24.78000021,1,1,0.0163,1.77,24.78,24.78,0.29
736,1121526,1178,144611,40-44,0,29,526209,85,126.9299996,3,2,0.0162,1.49,42.31,63.465,0.24
307,778208,936,115812,40-44,1,29,2755,0,0,1,0,0,0.00,0,0,0
737,1121527,1178,144611,40-44,0,29,741143,120,179.620001,4,1,0.0162,1.50,44.905,179.62,0.24
812,1121689,1178,144638,45-49,0,31,148010,24,41.96999943,1,0,0.0162,1.75,41.97,41.96999943,0.28
663,1121367,1178,144585,35-39,0,28,1447755,233,420.5799983,11,8,0.0161,1.81,38.2345,52.5725,0.29
730,1121510,1178,144608,40-44,0,26,31202,5,6.730000019,1,0,0.016,1.35,6.73,6.730000019,0.22
1100,1314365,1178,179932,30-34,1,109,623137,100,138.9200006,12,1,0.016,1.39,11.5767,138.92,0.22
1108,1314378,1178,179945,35-39,1,107,866355,139,200.8299961,11,5,0.016,1.44,18.2573,40.166,0.23
313,778471,936,115856,30-34,0,32,1273,0,0,1,1,0,0.00,0,0,0
844,1121773,1178,144652,30-34,1,20,319131,51,76.68000025,6,1,0.016,1.50,12.78,76.68,0.24
1129,1314400,1178,179967,40-44,1,114,250234,40,62.31999922,4,1,0.016,1.56,15.58,62.32,0.25
887,1121859,1178,144667,30-34,1,64,238036,38,61.02999771,6,3,0.016,1.61,10.1717,20.3433,0.26
656,1121352,1178,144582,35-39,0,25,368986,59,100.289999,0,0,0.016,1.70,100.289999,100.289999,0.27
315,778529,936,115866,30-34,0,31,2214,0,0,1,0,0,0.00,0,0,0
811,1121687,1178,144638,45-49,0,31,118882,19,32.30999994,2,1,0.016,1.70,16.155,32.31,0.27
732,1121514,1178,144609,40-44,0,27,56265,9,15.53999972,1,0,0.016,1.73,15.54,15.53999972,0.28
1083,1314345,1178,179912,45-49,0,104,125650,20,30.08000076,4,0,0.0159,1.50,7.52,30.08000076,0.24
705,1121446,1178,144598,40-44,0,15,163181,26,40.02000093,1,1,0.0159,1.54,40.02,40.02,0.25
317,778590,936,115876,30-34,0,30,1371,0,0,1,1,0,0.00,0,0,0
320,778628,936,115882,30-34,0,29,4608,0,0,1,0,0,0.00,0,0,0
742,1121541,1178,144614,40-44,0,32,56630,9,15.81000018,1,1,0.0159,1.76,15.81,15.81,0.28
321,778674,936,115890,35-39,0,29,3732,0,0,1,0,0,0.00,0,0,0
898,1121877,1178,144670,30-34,1,7,44189,7,10.31999981,2,0,0.0158,1.47,5.16,10.31999981,0.23
828,1121746,1178,144648,30-34,1,15,1117371,177,268.050002,26,5,0.0158,1.51,10.3096,53.61,0.24
607,1121265,1178,144568,30-34,0,65,145398,23,36.24000025,1,0,0.0158,1.58,36.24,36.24000025,0.25
327,778808,936,115912,30-34,0,26,1738,0,0,1,0,0,0.00,0,0,0
873,1121832,1178,144662,30-34,1,30,208301,33,54.57000089,1,0,0.0158,1.65,54.57,54.57000089,0.26
688,1121414,1178,144592,35-39,0,64,133316,21,36.17000055,2,0,0.0158,1.72,18.085,36.17000055,0.27
23,709326,916,104013,35-39,0,16,12190,2,3.049999952,1,0,0.0164,1.53,3.05,3.049999952,0.25
329,779057,936,115954,40-44,0,15,4414,0,0,1,0,0,0.00,0,0,0
612,1121276,1178,144569,30-34,0,2,240123,38,65.67000115,5,4,0.0158,1.73,13.134,16.4175,0.27
911,1121904,1178,144674,35-39,1,16,146406,23,33.22999942,1,1,0.0157,1.44,33.23,33.23,0.23
24,709327,916,104013,35-39,0,16,12193,2,3.059999943,1,1,0.0164,1.53,3.06,3.06,0.25
35,710360,916,104185,45-49,0,21,2182,1,1.529999971,1,1,0.0458,1.53,1.53,1.53,0.7
333,779488,936,116039,45-49,0,65,1006,0,0,1,0,0,0.00,0,0,0
335,779608,936,116059,35-39,1,15,2459,0,0,1,0,0,0.00,0,0,0
846,1121775,1178,144653,30-34,1,21,159123,25,38.36000013,5,3,0.0157,1.53,7.672,12.7867,0.24
661,1121364,1178,144584,35-39,0,27,274222,43,66.7700001,2,1,0.0157,1.55,33.385,66.77,0.24
874,1121833,1178,144662,30-34,1,30,101856,16,25.22000039,4,1,0.0157,1.58,6.305,25.22,0.25
344,779778,936,116087,30-34,1,31,2466,0,0,2,2,0,0.00,0,0,0
675,1121381,1178,144587,35-39,0,30,95691,15,25.26000011,1,1,0.0157,1.68,25.26,25.26,0.26
778,1121619,1178,144627,45-49,0,20,127125,20,35.67999983,2,0,0.0157,1.78,17.84,35.67999983,0.28
759,1121590,1178,144622,45-49,0,10,478480,75,135.7500012,3,1,0.0157,1.81,45.25,135.75,0.28
788,1121641,1178,144630,45-49,0,23,114370,18,33.65999997,1,0,0.0157,1.87,33.66,33.65999997,0.29
350,779944,936,116115,35-39,0,10,2549,0,0,1,0,0,0.00,0,0,0
865,1121818,1178,144660,30-34,1,28,83270,13,17.74000001,1,0,0.0156,1.36,17.74,17.74000001,0.21
1062,1314316,1178,179883,35-39,0,105,211882,33,46.64999926,3,1,0.0156,1.41,15.55,46.65,0.22
1087,1314350,1178,179917,45-49,0,109,365539,57,82.13999915,5,2,0.0156,1.44,16.428,41.07,0.22
829,1121749,1178,144648,30-34,1,15,333345,52,77.59000027,5,1,0.0156,1.49,15.518,77.59,0.23
646,1121336,1178,144579,35-39,0,22,275080,43,69.65999997,4,3,0.0156,1.62,17.415,23.22,0.25
640,1121322,1178,144577,35-39,0,20,237603,37,62.25000024,5,2,0.0156,1.68,12.45,31.125,0.26
540,1121119,1178,144535,30-34,0,19,345371,54,93.08999991,7,3,0.0156,1.72,13.2986,31.03,0.27
352,779995,936,116123,30-34,1,20,1961,0,0,1,0,0,0.00,0,0,0
353,780064,936,116135,30-34,1,22,2554,0,0,1,0,0,0.00,0,0,0
355,780199,936,116163,35-39,1,23,1030,0,0,1,1,0,0.00,0,0,0
358,780486,936,116216,30-34,1,65,2879,0,0,1,1,0,0.00,0,0,0
899,1121878,1178,144670,30-34,1,7,45199,7,9.809999943,1,0,0.0155,1.40,9.81,9.809999943,0.22
1138,1314409,1178,179976,45-49,1,108,212508,33,47.69000006,4,1,0.0155,1.45,11.9225,47.69,0.22
647,1121337,1178,144580,35-39,0,23,64647,10,16.26999998,1,0,0.0155,1.63,16.27,16.26999998,0.25
769,1121605,1178,144624,45-49,0,16,1228924,190,318.9700032,6,3,0.0155,1.68,53.1617,106.3233,0.26
725,1121487,1178,144605,40-44,0,23,51550,8,14.03999984,1,0,0.0155,1.76,14.04,14.03999984,0.27
538,1121116,1178,144535,30-34,0,19,572450,89,157.329998,7,4,0.0155,1.77,22.4757,39.3325,0.27
627,1121297,1178,144573,35-39,0,15,187329,29,53.15999961,2,1,0.0155,1.83,26.58,53.16,0.28
641,1121327,1178,144578,35-39,0,21,271091,42,78.03999984,3,1,0.0155,1.86,26.0133,78.04,0.29
1092,1314357,1178,179924,30-34,1,101,524306,81,113.6800029,10,4,0.0154,1.40,11.368,28.42,0.22
361,780629,936,116240,30-34,1,28,2963,0,0,1,0,0,0.00,0,0,0
871,1121828,1178,144661,30-34,1,29,990404,153,226.5399992,12,6,0.0154,1.48,18.8783,37.7567,0.23
747,1121554,1178,144616,40-44,0,63,51858,8,12.63000011,1,1,0.0154,1.58,12.63,12.63,0.24
364,780666,936,116246,45-49,1,10,3462,0,0,1,0,0,0.00,0,0,0
365,780681,936,116248,30-34,1,26,4073,0,0,1,1,0,0.00,0,0,0
366,780700,936,116252,30-34,1,27,3745,0,0,1,0,0,0.00,0,0,0
367,780748,936,116265,30-34,1,24,830,0,0,1,0,0,0.00,0,0,0
766,1121601,1178,144624,45-49,0,16,2286228,353,603.380002,16,7,0.0154,1.71,37.7113,86.1971,0.26
368,780759,936,116267,45-49,1,18,2912,0,0,1,0,0,0.00,0,0,0
